Entity,Code,Year,Primary Energy Consumption (terawatt-hours)
Argentina,ARG,1975,384.6591402250331
Argentina,ARG,1976,405.72852087430164
Argentina,ARG,1977,424.5512826046247
Argentina,ARG,1978,432.563602482013
Argentina,ARG,1979,458.3900799019945
Argentina,ARG,1980,457.2440729921701
Argentina,ARG,1981,440.661998142562
Argentina,ARG,1982,451.3141576524524
Argentina,ARG,1983,470.90888597572246
Argentina,ARG,1984,469.5989507919085
Argentina,ARG,1985,458.60820974669116
Argentina,ARG,1986,506.52557818621466
Argentina,ARG,1987,529.2651176665332
Argentina,ARG,1988,538.938859470584
Argentina,ARG,1989,515.97354409023
Argentina,ARG,1990,509.5785992202937
Argentina,ARG,1991,515.5174180442012
Argentina,ARG,1992,554.4296666921838
Argentina,ARG,1993,571.780050744056
Argentina,ARG,1994,581.7401100449149
Argentina,ARG,1995,605.5834418661485
Argentina,ARG,1996,649.2325236711686
Argentina,ARG,1997,644.4973381871645
Argentina,ARG,1998,668.4856838458692
Argentina,ARG,1999,654.4723212369857
Argentina,ARG,2000,680.1464031073946
Argentina,ARG,2001,672.1997575838614
Argentina,ARG,2002,640.7068305958256
Argentina,ARG,2003,688.6550791353284
Argentina,ARG,2004,726.7201435437893
Argentina,ARG,2005,775.7798291472524
Argentina,ARG,2006,815.8156553211016
Argentina,ARG,2007,852.9581254886125
Argentina,ARG,2008,868.2759225062638
Argentina,ARG,2009,852.3020688601055
Argentina,ARG,2010,897.632885972413
